longitude,latitude,Address,city,area,pType,subType,,-0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10
89.17925299,22.06900706,"Shyamnagar, Satkhira", Satkhira,Shyamnagar,Admin,Upazilla,,,,,,,,,,,,
90.13664246,23.81738537,"Singair, Manikganj", Manikganj,Singair,Admin,Upazilla,,,,,,,,,,,,
89.14306641,24.51089194,"Singra, Natore", Natore,Singra,Admin,Upazilla,,,,,,,,,,,,
89.70748901,24.47215044,"Sirajganj Sadar, Sirajganj", Sirajganj,Sirajganj Sadar,Admin,Upazilla,,,,,,,,,,,,
91.68279703,22.55889074,"Sitakunda, Chittagong", Chittagong,Sitakunda,Admin,Upazilla,,,,,,,,,,,,
89.54221603,22.81987652,"Sonadanga, Khulna", Khulna,Sonadanga,Admin,Upazilla,,,,,,,,,,,,
91.39183044,22.84991814,"Sonagazi, Feni", Feni,Sonagazi,Admin,Upazilla,,,,,,,,,,,,
91.1000061,23.03866587,"Sonaimuri, Noakhali", Noakhali,Sonaimuri,Admin,Upazilla,,,,,,,,,,,,
90.60836792,23.64641119,"Sonargaon, Narayanganj", Narayanganj,Sonargaon,Admin,Upazilla,,,,,,,,,,,,
89.49737549,25.0408155,"Sonatola, Bogra", Bogra,Sonatola,Admin,Upazilla,,,,,,,,,,,,
89.92652893,25.13471739,"Sreebardi, Sherpur", Sherpur,Sreebardi,Admin,Upazilla,,,,,,,,,,,,
91.69794711,24.30105774,"Sreemangal, Maulvibazar", Maulvibazar,Sreemangal,Admin,Upazilla,,,,,,,,,,,,
90.29182434,23.54888092,"Sreenagar, Munshiganj", Munshiganj,Sreenagar,Admin,Upazilla,,,,,,,,,,,,
90.47653198,24.20125307,"Sreepur, Gazipur", Gazipur,Sreepur,Admin,Upazilla,,,,,,,,,,,,
89.4244588,23.59626735,"Sreepur, Magura", Magura,Sreepur,Admin,Upazilla,,,,,,,,,,,,
91.29226685,22.54426932,"Subarnachar, Noakhali", Noakhali,Subarnachar,Admin,Upazilla,,,,,,,,,,,,
89.39849854,23.95237131,"Sujanagar, Pabna", Pabna,Sujanagar,Admin,Upazilla,,,,,,,,,,,,
91.25706721,24.68632998,"Sulla, Sunamganj", Sunamganj,Sulla,Admin,Upazilla,,,,,,,,,,,,
91.42272949,25.08435513,"Sunamganj Sadar, Sunamganj", Sunamganj,Sunamganj Sadar,Admin,Upazilla,,,,,,,,,,,,
89.52003479,25.57217556,"Sundarganj, Gaibandha", Gaibandha,Sundarganj,Admin,Upazilla,,,,,,,,,,,,
91.86218262,24.91384044,"Sylhet Sadar, Sylhet", Sylhet,Sylhet Sadar,Admin,Upazilla,,,,,,,,,,,,
91.1769104,25.10798445,"Tahirpur, Sunamganj", Sunamganj,Tahirpur,Admin,Upazilla,,,,,,,,,,,,
89.25292969,22.75845345,"Tala, Satkhira", Satkhira,Tala,Admin,Upazilla,,,,,,,,,,,,
89.90936279,24.24696455,"Tangail Sadar, Tangail", Tangail,Tangail Sadar,Admin,Upazilla,,,,,,,,,,,,
88.56903076,24.60207474,"Tanore, Rajshahi", Rajshahi,Tanore,Admin,Upazilla,,,,,,,,,,,,
89.03326211,25.780635,"Taraganj, Rangpur", Rangpur,Taraganj,Admin,Upazilla,,,,,,,,,,,,
90.8907444,24.55017512,"Tarail, Kishoreganj", Kishoreganj,Tarail,Admin,Upazilla,,,,,,,,,,,,
89.36416626,24.42714534,"Tarash, Sirajganj", Sirajganj,Tarash,Admin,Upazilla,,,,,,,,,,,,
90.85075378,22.42372364,"Tazumuddin, Bhola", Bhola,Tazumuddin,Admin,Upazilla,,,,,,,,,,,,
88.34243774,26.49577132,"Tentulia, Panchagarh", Panchagarh,Tentulia,Admin,Upazilla,,,,,,,,,,,,
89.67453003,22.94290218,"Terokhada, Khulna", Khulna,Terokhada,Admin,Upazilla,,,,,,,,,,,,
88.4692955,26.0213084,"Thakurgaon Sadar, Thakurgaon", Thakurgaon,Thakurgaon Sadar,Admin,Upazilla,,,,,,,,,,,,
92.42797852,21.82453249,"Thanchi, Bandarban", Bandarban,Thanchi,Admin,Upazilla,,,,,,,,,,,,
90.8147049,23.60080122,"Titas, Comilla", Comilla,Titas,Admin,Upazilla,,,,,,,,,,,,
90.46674728,23.51163804,"Tongibari, Munshiganj", Munshiganj,Tongibari,Admin,Upazilla,,,,,,,,,,,,
90.39482117,24.58958786,"Trishal, Mymensingh", Mymensingh,Trishal,Admin,Upazilla,,,,,,,,,,,,
89.90444152,22.92543408,"Tungi Para, Gopalganj", Gopalganj,Tungi Para,Admin,Upazilla,,,,,,,,,,,,
89.61753845,25.66319025,"Ulipur, Kurigram", Kurigram,Ulipur,Admin,Upazilla,,,,,,,,,,,,
89.56054687,24.32113247,"Ullah Para, Sirajganj", Sirajganj,Ullah Para,Admin,Upazilla,,,,,,,,,,,,
90.25474548,22.83125041,"Wazirpur, Barisal", Barisal,Wazirpur,Admin,Upazilla,,,,,,,,,,,,
92.36720442,24.92611032,"Zakiganj, Sylhet", Sylhet,Zakiganj,Admin,Upazilla,,,,,,,,,,,,
90.30139358,23.34662949,"Zanjira, Shariatpur", Shariatpur,Zanjira,Admin,Upazilla,,,,,,,,,,,,
89.96566772,22.48591294,"Zianagar, Pirojpur", Pirojpur,Zianagar,Admin,Upazilla,,,,,,,,,,,,
92.08259583,21.7626883,"Chakaria, Cox's Bazar", Cox's Bazar,Chakaria,Admin,Upazilla,,,,,,,,,,,,
92.0022583,21.44539956,"Cox's Bazar Sadar, Cox's Bazar", Cox's Bazar,Cox's Bazar Sadar,Admin,Upazilla,,,,,,,,,,,,
91.8625599,21.83798348,"Kutubdia, Cox's Bazar", Cox's Bazar,Kutubdia,Admin,Upazilla,,,,,,,,,,,,
91.94595337,21.55272989,"Maheshkhali, Cox's Bazar", Cox's Bazar,Maheshkhali,Admin,Upazilla,,,,,,,,,,,,
91.95625305,21.83664318,"Pekua, Cox's Bazar", Cox's Bazar,Pekua,Admin,Upazilla,,,,,,,,,,,,
92.10250854,21.43773008,"Ramu, Cox's Bazar", Cox's Bazar,Ramu,Admin,Upazilla,,,,,,,,,,,,
92.22361403,20.99223268,"Teknaf, Cox's Bazar", Cox's Bazar,Teknaf,Admin,Upazilla,,,,,,,,,,,,
92.11593919,21.22930296,"Ukhia, Cox's Bazar", Cox's Bazar,Ukhia,Admin,Upazilla,,,,,,,,,,,,
